"151.中印滇缅公路
　在东南亚设立陆军，在中国东部或四川发动陆战。","152.新加坡要塞化
　在东南亚召集陆军，在南海召集海军。","162.反潜战术
　当轴心国使用经济战卡牌时使用，此经济战卡牌效果无效。"
"163.破译恩尼格玛密码
　当德国使用状态卡时使用。在结算该状态啦卡效果后，弃置此状态卡。","164.配给
　在你的出牌阶段使用一张卡牌后使用。将你使用的这张卡牌加入摸牌堆洗混。","165.防御性配置
　当你处于补给状态的陆军将被移除时使用。本回合此陆军不会被移除。"
"166.驱逐舰
　当处于补给状态的美国或英国海军将被移除时使用。本回合此海军不会被移除。","167.忠于皇室
　当轴心国的陆军在印度或澳大利亚或加拿大设立时使用。立刻移除其设立的陆军。","168.皇家空军
　当在英国或邻接英国的英国部队被移除时使用。本回合此部队不会被移除。"
"174.澳大利亚建立劳动管理局
　当你设立陆军时，你可在澳大利亚召集陆军来代替设立陆军。","175.自由法国
　在你的出牌阶段，你可弃置2张手牌，在西欧设立陆军，来代替出牌。","176.林利思戈侯爵宣布印度参战
　当你设立陆军时，你可在印度召集陆军来代替设立陆军。"
"177.麦肯锡国王起草国家资源动员法
　在你的得分阶段，若在北大西洋有英国海军，你获得1分。若在加拿大有英国陆军，你获得1分。","178.反法西斯抵抗运动
　在你的出牌阶段，你可弃置2张手牌，在西欧或意大利发动陆战，来代替出牌。","179.皇家海军
　每回合限一次。当你发动海战时使用。你可弃置2张手牌，在发动海战的地区或另一个地区发动海战。"
"185.B-24解放者
　若美国陆军距离意大利两个地区以内，意大利需弃置摸牌堆顶的4张牌。","186.B-26掠夺者
　若美国陆军距离某轴心国三个地区以内，该轴心国需弃置摸牌堆顶的4张牌。","187.B-29超级堡垒
　若美国陆军距离德国三个地区以内，德国需弃置摸牌堆顶的5张牌。"
"188.燃烧弹轰炸
　若美国陆军或海军距离某轴心国首都一个地区以内，该轴心国需弃置摸牌堆顶的7张牌。","189.SBD无畏式俯冲轰炸机
　若美国海军距离日本两个地区以内，日本需弃置摸牌堆顶的4张牌。","190.民主主义兵工厂
　英国可按任意顺序设立一个陆军和一个海军。"
"191.珍珠港部署舰队
　在夏威夷召集陆军。在邻接夏威夷的地区设立海军。","192.广阔的资源
　你可使用弃牌堆中的1张牌。","193.自由法国同盟
　英国可在西欧或北非或非洲召集一个陆军。"
"194.瓜达尔卡纳尔岛
　在新西兰召集陆军。在邻接新西兰的地区设立海军。","195.武器援助
　你可选择英国或苏联，该同盟国可使用1张手牌，并从摸牌堆摸1张牌。","196.摩尔曼斯克运输船队
　在白俄罗斯召集苏联陆军。苏联可设立一个陆军。"
"197.魔法作战
　从桌面弃置日本的一张应对卡。此卡的内容不公开。","198.巴顿将军出击
　在西欧设立陆军。在德国或意大利发动陆战。","199.战区移动
　你可收回版图上的所有美国陆军，然后重新依次设立这些陆军。"
"213.航空母舰
　每回合限一次。当你发动海战时使用。你可弃置摸牌堆顶的1张牌，在该地区设立海军。","214.美国志愿军扩大
　在四川的同盟国陆军处于补给状态。在你的出牌阶段，你可弃置摸牌堆顶的2张牌，在四川召集陆军，来代替出牌。","215.登陆作战
　每回合限一次。当你发动陆战时使用。若陆战的地区邻接于处于补给状态的美国海军，你可弃置摸牌堆顶的1张牌，在该地区设立陆军。"
"216.空中堡垒
　当你使用经济战卡牌时使用。轴心国需弃置的卡牌数增加2张。","217.雷达
　每回合限一次。当你处于补给状态的海军被攻击时使用。你可弃置摸牌堆顶的2张牌，则被攻击的海军不会被移除。","218.柳丁女工
　每回合限一次。在你的弃牌阶段开始时使用。你可将1至2张手牌放在摸牌堆底。"
"219.先进造船厂
　每回合限一次。当你设立海军时使用。你可弃置摸牌堆顶的1张牌，则你可追加设立一个海军。","220.战时生产
　每回合限一次。当你设立陆军时使用。你可弃置摸牌堆顶的1张牌，则你可追加设立一个陆军。",
